signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,transcript_clean,hidden_file
S09406_L0200_E007,tell me what you made of her,,0.0,7,0,Tell me what you made of her.,Tell me what you made of her.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09406_L0200_E007.pt
S09406_L0240_E007,tell me what you made of her,tell me what you made of him ,85.7142857143,7,6,Tell me what you need to find.,Tell me what you made of her.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09406_L0240_E007.pt
S09429_L0201_E007,that is dangerous lady for one of your calling,that was dangerous lady,33.3333333333,9,3,"That was dangerous, lady. For when you're home.","That is dangerous, lady, for one of your calling.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09429_L0201_E007.pt
S09436_L0243_E007,what can i do for you chief inspector,what can i do for you chief inspector ,100.0,8,8,"What can I do for you, Chief Inspector?","What can I do for you, Chief Inspector?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09436_L0243_E007.pt
S09438_L0229_E007,people think they ought to do something for you,people think they ought to do something for you,100.0,9,9,People think they ought to do something for you.,People think they ought to do something for you.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09438_L0229_E007.pt
S09438_L0242_E007,people think they ought to do something for you,do something for you,44.4444444444,9,4,People think they ought to do something for you.,People think they ought to do something for you.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09438_L0242_E007.pt
S09446_L0240_E007,she did but in a roundabout way,she did but in a roundabout way ,100.0,7,7,"She did, as in a roundabout way.",She did but in a roundabout way.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09446_L0240_E007.pt
S09448_L0219_E007,it's actually made me quite nervous about being in london,it's actually made me quite nervous about being in london,100.0,10,10,It's actually made me quite nervous about being in London.,It's actually made me quite nervous about being in London.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09448_L0219_E007.pt
S09448_L0225_E007,it's actually made me quite nervous about being in london,it actually made me feel quite nervous about being in london,90.0,10,9,It's actually made me quite nervous about being in London.,It's actually made me quite nervous about being in London.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09448_L0225_E007.pt
S09451_L0218_E007,jack raised one hand in a feeble salute,jack raised one hand in a feeble salute,100.0,8,8,Jack raised one hand in a feeble salute.,Jack raised one hand in a feeble salute.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09451_L0218_E007.pt
S09452_L0236_E007,he was speaking with sham formality again,he was speaking with some formality again,85.7142857143,7,6,It's speaking with sham formality again.,He was speaking with sham formality again.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09452_L0236_E007.pt
S09455_L0200_E007,tonight she would be cool and in command,tonight she would be cool and in command,100.0,8,8,"Tonight she would be cool, and in command.",Tonight she would be cool and in command.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09455_L0200_E007.pt
S09455_L0240_E007,tonight she would be cool and in command,tonight she will be cool and in command ,87.5,8,7,Tonight she would be cool and in command.,Tonight she would be cool and in command.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09455_L0240_E007.pt
S09459_L0200_E007,if only there were something substantial to hide behind,if only there was something substantial to hide behind,88.8888888889,9,8,If only there was something substantial to hide behind.,If only there was something substantial to hide behind.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09459_L0200_E007.pt
S09460_L0243_E007,you can live there the rest of your life,you can live there the rest of your life ,100.0,9,9,You can live there the rest of your life.,You can live there the rest of your life.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09460_L0243_E007.pt
S09463_L0227_E007,would you give me your view of the problem,could you give me your,44.4444444444,9,4,Would you give me your view of the problem?,Would you give me your view of the problem?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09463_L0227_E007.pt
S09474_L0239_E007,do you mind if i clear the table,do you mind if i clear the table,100.0,8,8,Do you mind if I clear the table?,Do you mind if I clear the table?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09474_L0239_E007.pt
S09476_L0227_E007,i wouldn't repeat what i said not to anybody,i looked at people,11.1111111111,9,1,"I wouldn't repeat what I said, not to anybody.","I wouldn't repeat what I said, not to anybody.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09476_L0227_E007.pt
S09483_L0239_E007,next morning the snowstorm stopped and the journey began again,next morning stopped and the journey began,70.0,10,7,"Next morning, the snowstorm stopped, and the journey began again.","Next morning, the snowstorm stopped and the journey began again.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09483_L0239_E007.pt
S09485_L0215_E007,the supermarket fruit with that little extra bite,the supermarket is free to adapt the little rhyme,25.0,8,2,The supermarket fruit with that little extra bite.,The supermarket fruit with that little extra bite.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09485_L0215_E007.pt
S09488_L0229_E007,season the lamb with salt and black pepper,season with soft black pepper,50.0,8,4,Season the lamb with salt and black pepper.,Season the lamb with salt and black pepper.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09488_L0229_E007.pt
S09488_L0242_E007,season the lamb with salt and black pepper,seasoning with black pepper,37.5,8,3,Season the lamb with salt and black pepper.,Season the lamb with salt and black pepper.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09488_L0242_E007.pt
S09500_L0229_E007,it was a silly thing to say,it was a silly thing to say,100.0,7,7,It was a silly thing to say.,It was a silly thing to say.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09500_L0229_E007.pt
S09502_L0222_E007,didn't i dig that up a day or two ago,didn't i dig that up a day or two ago,100.0,10,10,Didn't I dig that up a day or two ago?,Didn't I dig that up a day or two ago?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09502_L0222_E007.pt
S09510_L0240_E007,i want to hear that voice again,i want to hear that voice again,100.0,7,7,I want to hear that voice again.,I want to hear that voice again.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09510_L0240_E007.pt
S09515_L0218_E007,wait there is something else i must teach you,right there is something else i must teach you,88.8888888889,9,8,Wait! There is something else I must teach you!,"Wait, there is something else I must teach you.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09515_L0218_E007.pt
S09515_L0221_E007,wait there is something else i must teach you,wait there is something else i must teach you,100.0,9,9,Wait! There is something else I must teach you!,"Wait, there is something else I must teach you.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09515_L0221_E007.pt
S09520_L0201_E007,it must have been playing on her mind,it must have been playing on her mind,100.0,8,8,It must have been pain on her mind.,It must have been playing on her mind.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09520_L0201_E007.pt
S09525_L0206_E007,if this is not possible she is best removed,if this is not possible she is best relieved,88.8888888889,9,8,"If this is not possible, she is best removed.","If this is not possible, she is best removed.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09525_L0206_E007.pt
S09529_L0229_E007,so here i am in this damp cell now,so here i am in this damp cell now,100.0,9,9,"So here I am, in this damp cell now.",So here I am in this damp cell now.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09529_L0229_E007.pt
S09532_L0240_E007,it's my intention that they appear on my gravestone,it's my intention that they appeal on my gravestone ,88.8888888889,9,8,It's my intention that they appear on my gravestone.,It's my intention that they appear on my gravestone.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09532_L0240_E007.pt
S09533_L0236_E007,tuesday is also usually the interview day,tuesday was also usually the interview day,85.7142857143,7,6,Tuesday is also usually the interview day.,Tuesday is also usually the interview day.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09533_L0236_E007.pt
S09540_L0200_E007,you could buy your own fighter plane for that,you could buy your own fighter plane for that,100.0,9,9,You could buy your own fighter plane for that.,You could buy your own fighter plane for that.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09540_L0200_E007.pt
S09543_L0209_E007,what did you think of him personally,what did you think of him personally,100.0,7,7,"What did you think of him, H.S.N.A.R.N.?",What did you think of him personally?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09543_L0209_E007.pt
S09546_L0219_E007,these are the army and the police out of uniform,these are the army and police out of uniform,90.0,10,9,These are the army and the panics out of Uniflame.,These are the Army and the Police out of uniform.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09546_L0219_E007.pt
S09553_L0201_E007,what made you decide that you didn't have a vocation,what made you decide that you didn't have a vocation,100.0,10,10,What made you decide that you didn't have a vocation?,What made you decide that you didn't have a vocation?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09553_L0201_E007.pt
S09554_L0224_E007,until the police arrive i need to be alone,until the police arrive i need to be alone,100.0,9,9,Until the police arrive I need to be alone.,Until the police arrive I need to be alone.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09554_L0224_E007.pt
S09564_L0206_E007,but i put on a bright new grin,,0.0,8,0,But I put on a bright new grin.,But I put on a bright new grin.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09564_L0206_E007.pt
