signal,prompt,human_response,human_correctness,n_words,hits,transcript_enhanced,wcs,correct_words,transcript_clean,hidden_file
S09684_L0242_E003,allow to cool undisturbed and then pour into a jar,allow to cool undisturbed and then pour into a jar,100.0,10,10,Allow to cool undisturbed and then pour into a jar.,100.0,allow to cool undisturbed and then pour into a jar,Allow to cool undisturbed and then pour into a jar.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09684_L0242_E003.pt
S09689_L0222_E003,i'm sure your friend will have no trouble finding someone,i'm sure your friend will have no trouble finding someone,100.0,10,10,I'm sure your friend will have no trouble finding someone.,100.0,i'm sure your friend will have no trouble finding someone,I'm sure your friend will have no trouble finding someone.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09689_L0222_E003.pt
S09704_L0243_E003,how can i tell them how i feel about it,how can i tell them how i feel about it ,100.0,10,10,How can I tell them how I feel about it?,100.0,how can i tell them how i feel about it,How can I tell them how I feel about it?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09704_L0243_E003.pt
S09714_L0201_E003,she wasn't used to being without a pillow,she wasn't used to being without her pillow,87.5,8,7,She wasn't used to being without a pillow.,100.0,she wasn't used to being without a pillow,She wasn't used to being without a pillow.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09714_L0201_E003.pt
S09715_L0216_E003,so we had to shrink the hall,so we had to shriek the horn,71.4285714286,7,5,So we have to shrink the hole.,71.42857142857143,so we to shrink the,So we had to shrink the hole.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09715_L0216_E003.pt
S09716_L0217_E003,the queen sent her own sister a real princess instead,the queen sent a real sister a real princess instead,80.0,10,8,"The queen sent her own sister, a real princess, instead.",100.0,the queen sent her own sister a real princess instead,"The queen sent her own sister, a real princess, instead.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09716_L0217_E003.pt
S09717_L0212_E003,at least not in front of the maid,at least not in front of the maid,100.0,8,8,"At least, not in front of the maid.",100.0,at least not in front of the maid,At least not in front of the maid.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09717_L0212_E003.pt
S09717_L0221_E003,at least not in front of the maid,at least not in front of the maid,100.0,8,8,"At least, not in front of the maid.",100.0,at least not in front of the maid,At least not in front of the maid.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09717_L0221_E003.pt
S09719_L0209_E003,it was difficult to tell from this distance,it was difficult to tell from this distance,100.0,8,8,It was difficult to tell from this distance.,100.0,it was difficult to tell from this distance,It was difficult to tell from this distance.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09719_L0209_E003.pt
S09733_L0200_E003,they tend to subside as quickly as they arise,they tend to subside as quickly as they arise,100.0,9,9,They tend to subside as quickly as they arise.,100.0,they tend to subside as quickly as they arise,They tend to subside as quickly as they arise.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09733_L0200_E003.pt
S09752_L0239_E003,even that would be better than separation,even that would be better than separation,100.0,7,7,Even that would be better than separation.,100.0,even that would be better than separation,Even that would be better than separation.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09752_L0239_E003.pt
S09753_L0239_E003,there is however an important general point at issue here,this weather,0.0,10,0,"There is, however, an important general point at issue here.",100.0,there is however an important general point at issue here,"There is, however, an important general pointed issue here.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09753_L0239_E003.pt
S09754_L0209_E003,let me open the wine i said,let me open the wine i said,100.0,7,7,"Let me open the wine, I said.",100.0,let me open the wine i said,"Let me open the wine, I said.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09754_L0209_E003.pt
S09759_L0217_E003,i wouldn't have had that happen for anything,i wouldn't have had that happen for anything,100.0,8,8,I wouldn't have had that happen for anything.,100.0,i wouldn't have had that happen for anything,I wouldn't have had that happen for anything.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09759_L0217_E003.pt
S09765_L0217_E003,and how long will this last us,how long will this last us,85.7142857143,7,6,Nantan-Yong will be sources.,14.285714285714286,will,And how long will this last us?,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09765_L0217_E003.pt
S09767_L0222_E003,the next question is where can they be bought,the next question is where can they be bought,100.0,9,9,"The next question is, where can they be bought?",100.0,the next question is where can they be bought,"The next question is, where can they be bought?",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09767_L0222_E003.pt
S09770_L0239_E003,alan will charge off and take immediate action,it's your job to,0.0,8,0,"I will move closer, I'm taking me to that scene.",12.5,will,Alan will charge off and take immediate action.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09770_L0239_E003.pt
S09776_L0236_E003,it's not surprising nobody has any respect for it,it's not surprising nobody has any respect for it,100.0,9,9,It's not surprising nobody has any respect for it.,100.0,it's not surprising nobody has any respect for it,It's not surprising nobody has any respect for it.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09776_L0236_E003.pt
S09777_L0218_E003,the banquet was a sumptuous luxurious meal,the banquet was a sumptuous luxurious meal,100.0,7,7,"The banquet was a sumptuous, luxurious meal.",100.0,the banquet was a sumptuous luxurious meal,"The banquet was a sumptuous, luxurious meal.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09777_L0218_E003.pt
S09777_L0221_E003,the banquet was a sumptuous luxurious meal,the banquet was a sumptuous luxurious meal,100.0,7,7,"The banquet was a sumptuous, luxurious meal.",100.0,the banquet was a sumptuous luxurious meal,"The banquet was a sumptuous, luxurious meal.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09777_L0221_E003.pt
S09780_L0212_E003,well i'm not going to do them,well i'm not going to do them,100.0,7,7,"Well, I'm not going to do them.",100.0,well i'm not going to do them,"Well, I'm not going to do them.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09780_L0212_E003.pt
S09780_L0221_E003,well i'm not going to do them,well i'm not going to do them,100.0,7,7,"Well, I'm not going to do them.",100.0,well i'm not going to do them,"Well, I'm not going to do them.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09780_L0221_E003.pt
S09790_L0229_E003,add the sugar and beat again until fluffy and light,add the sugar beat again until fluffy and light,90.0,10,9,Add the sugar and beat again until fluffy and light.,100.0,add the sugar and beat again until fluffy and light,Add the sugar and beat again until fluffy and light.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09790_L0229_E003.pt
S09790_L0242_E003,add the sugar and beat again until fluffy and light,add the sugar and beat again until fluffy and light,100.0,10,10,Add the sugar and beat again until fluffy and light.,100.0,add the sugar and beat again until fluffy and light,Add the sugar and beat again until fluffy and light.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09790_L0242_E003.pt
S09793_L0227_E003,down from them were two more men,doctor some men,14.2857142857,7,1,Down from them were two more men.,100.0,down from them were two more men,Down from them were two more men.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09793_L0227_E003.pt
S09803_L0225_E003,the town clerk held up his hand,the town clerk held up his hand,100.0,7,7,The town clerk held up his hand.,100.0,the town clerk held up his hand,The town clerk held up his hand.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09803_L0225_E003.pt
S09803_L0231_E003,the town clerk held up his hand,a town clerk held up his hand,85.7142857143,7,6,The town clerk held up his hand.,100.0,the town clerk held up his hand,The town clerk held up his hand.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09803_L0231_E003.pt
S09811_L0224_E003,one of the men said yes we are,one of the men said yes we were,87.5,8,7,"One of the men said, yes we are.",100.0,one of the men said yes we are,"One of the men said, Yes, we are.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09811_L0224_E003.pt
S09812_L0240_E003,it is a question of fact and degree,it is a question of fact and grief ,87.5,8,7,It is a question of fact and degree.,100.0,it is a question of fact and degree,It is a question of fact and degree.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09812_L0240_E003.pt
S09818_L0209_E003,you won't lie so you still believe it,you won't lie so you still believe it,100.0,8,8,"You won't lie, so you still believe it.",100.0,you won't lie so you still believe it,"You won't lie, so you still believe it.",/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09818_L0209_E003.pt
S09819_L0201_E003,having no power was the greatest problem,having now power was the greatest problem,85.7142857143,7,6,Having no power was the greatest problem.,100.0,having no power was the greatest problem,Having no power was the greatest problem.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09819_L0201_E003.pt
S09824_L0201_E003,i understand the poor young lady was quite a beauty,i understand the poor young lady was quite abusive,80.0,10,8,I understand the poor young lady was quite a beauty.,100.0,i understand the poor young lady was quite a beauty,I understand the poor young lady was quite a beauty.,/scratch5/fazh9208/clarity/recipes/whisper_si/results/hidden_representations/S09824_L0201_E003.pt
